climber_id,expid,membid,myear,sex,calcage,citizen,status,msolo,msuccess,msmtdate1,msmtdate2,msmtdate3,route1,route2,route3,route4,mo2used,mo2none,mo2climb,mo2descent,mo2sleep,death,deathdate,msmtbid,stdrte,new_route,new_status,climber_count
0,EVER88401,15,1988,M,49,Belgium,2nd Exp Doctor,False,False,na,na,na,S Col-SE Ridge,,,,False,True,False,False,False,False,na,1,True,South,Doctor,
1,EVER88401,13,1988,F,30,Netherlands,Exp Doctor,False,False,na,na,na,S Col-SE Ridge,,,,False,True,False,False,False,False,na,1,True,South,Doctor,
2,EVER88401,14,1988,M,32,Belgium,Climber,False,False,22/12/1988,na,na,S Col-SE Ridge,,,,True,False,True,False,True,False,na,4,True,South,Climber,3.0
3,EVER88401,19,1988,M,40,Nepal,H-A Worker,False,False,22/12/1988,na,na,S Col-SE Ridge,,,,False,True,False,False,False,False,na,4,True,South,Other,3.0
4,EVER88401,20,1988,M,29,Nepal,H-A Worker,False,False,22/12/1988,na,na,S Col-SE Ridge,,,,True,False,True,False,True,True,23/12/1988,4,True,South,Other,3.0
5,EVER88401,18,1988,M,27,Nepal,H-A Worker,False,False,na,na,na,S Col-SE Ridge,,,,False,True,False,False,False,False,na,1,True,South,Other,
6,EVER88401,16,1988,M,38,Poland,Climber,False,False,na,na,na,S Col-SE Ridge,,,,False,False,False,False,False,False,na,0,True,South,Climber,
7,EVER88401,17,1988,M,60,Poland,Advisor,False,False,na,na,na,S Col-SE Ridge,,,,False,True,False,False,False,False,na,1,True,South,Other,
8,EVER88401,12,1988,M,25,Belgium,Climber,False,False,na,na,na,S Col-SE Ridge,,,,False,False,False,False,False,False,na,0,True,South,Climber,
9,EVER88401,11,1988,M,51,Belgium,BC Food Manager,False,False,na,na,na,S Col-SE Ridge,,,,False,True,False,False,False,False,na,1,True,South,Other,
10,EVER88401,1,1988,M,52,Belgium,Leader,False,False,na,na,na,S Col-SE Ridge,,,,False,True,False,False,False,False,na,1,True,South,Leader,
11,EVER88401,4,1988,M,33,Belgium,Climber,False,False,na,na,na,S Col-SE Ridge,,,,False,False,False,False,False,False,na,0,True,South,Climber,
12,EVER88401,2,1988,M,31,Belgium,Deputy Leader,False,False,na,na,na,S Col-SE Ridge,,,,False,False,False,False,False,False,na,0,True,South,Deputy,
13,EVER88401,6,1988,M,42,Belgium,Climber,False,False,na,na,na,S Col-SE Ridge,,,,True,False,False,False,False,False,na,1,True,South,Climber,
14,EVER88401,7,1988,M,32,Belgium,Climber,False,False,na,na,na,S Col-SE Ridge,,,,False,False,False,False,False,False,na,0,True,South,Climber,
15,EVER88401,10,1988,M,25,Belgium,Climber,False,False,na,na,na,S Col-SE Ridge,,,,False,False,False,False,False,False,na,0,True,South,Climber,
16,EVER88401,8,1988,M,45,Belgium,Climber,False,False,na,na,na,S Col-SE Ridge,,,,True,False,False,False,False,False,na,1,True,South,Climber,
17,EVER88401,9,1988,M,43,Belgium,BC Manager,False,False,na,na,na,S Col-SE Ridge,,,,False,True,False,False,False,False,na,1,True,South,Other,
18,EVER88401,5,1988,M,36,Poland,Climber,False,False,na,na,na,S Col-SE Ridge,,,,False,False,False,False,False,False,na,0,True,South,Climber,
19,EVER88401,3,1988,F,32,Belgium,Climber,False,False,na,na,na,S Col-SE Ridge,,,,False,True,False,False,False,False,na,1,True,South,Climber,
20,EVER88402,2,1988,M,39,S Korea,Deputy Leader,False,False,na,na,na,SW Face (Bonington rte),,,,False,True,False,False,False,False,na,1,False,Other,Deputy,
21,EVER88402,3,1988,M,29,S Korea,Climber,False,False,na,na,na,SW Face (Bonington rte),,,,False,True,False,False,False,False,na,1,False,Other,Climber,
22,EVER88402,6,1988,M,27,S Korea,Climber,False,False,na,na,na,SW Face (Bonington rte),,,,False,True,False,False,False,False,na,1,False,Other,Climber,
23,EVER88402,7,1988,M,26,S Korea,Climber,False,False,na,na,na,SW Face (Bonington rte),,,,False,True,False,False,False,False,na,1,False,Other,Climber,
24,EVER88402,13,1988,M,37,Nepal,H-A Worker,False,False,10/01/1989,na,na,SW Face (Bonington rte),,,,False,True,False,False,False,False,na,1,False,Other,Other,3.0
25,EVER88402,5,1988,M,26,S Korea,Climber,False,False,na,na,na,SW Face (Bonington rte),,,,False,True,False,False,False,False,na,1,False,Other,Climber,
26,EVER88402,4,1988,M,25,S Korea,Climber,False,False,na,na,na,SW Face (Bonington rte),,,,False,True,False,False,False,False,na,1,False,Other,Climber,
27,EVER88402,12,1988,M,33,Nepal,H-A Worker,False,False,10/01/1989,na,na,SW Face (Bonington rte),,,,False,True,False,False,False,False,na,1,False,Other,Other,3.0
28,EVER88402,10,1988,M,28,S Korea,Climber,False,False,na,na,na,SW Face (Bonington rte),,,,False,True,False,False,False,False,na,1,False,Other,Climber,
29,EVER88402,1,1988,M,40,S Korea,Leader,False,False,na,na,na,SW Face (Bonington rte),,,,False,True,False,False,False,False,na,1,False,Other,Leader,
30,EVER88402,8,1988,M,31,S Korea,Climber,False,False,na,na,na,SW Face (Bonington rte),,,,False,True,False,False,False,False,na,1,False,Other,Climber,
31,EVER88402,11,1988,M,24,S Korea,Climber,False,False,na,na,na,SW Face (Bonington rte),,,,False,True,False,False,False,False,na,1,False,Other,Climber,
32,EVER88402,9,1988,M,29,S Korea,Climber,False,False,10/01/1989,na,na,SW Face (Bonington rte),,,,False,True,False,False,False,False,na,1,False,Other,Climber,3.0
33,EVER89306,2,1989,M,26,USA,Climber,False,False,8/09/1989,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,1.0
34,EVER89306,1,1989,M,30,USA,Leader,False,False,14/10/1989,na,na,N Col-N Face,,,,True,False,False,False,True,False,na,3,True,North,Leader,3.0
35,EVER89310,2,1989,M,30,Italy,Climber,False,False,27/09/1989,na,na,N Face (Japanese Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,4.0
36,EVER89310,1,1989,M,22,Italy,Leader,False,False,27/09/1989,na,na,N Face (Japanese Couloir),,,,False,True,False,False,False,False,na,1,False,North,Leader,4.0
37,EVER89310,3,1989,M,25,Italy,Climber,False,False,27/09/1989,na,na,N Face (Japanese Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,4.0
38,EVER89310,4,1989,M,26,Italy,Climber,False,False,27/09/1989,na,na,N Face (Japanese Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,4.0
39,EVER89305,1,1989,M,28,Switzerland,Leader,False,False,6/09/1989,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Leader,1.0
40,EVER89305,6,1989,M,28,Switzerland,Climber,False,False,25/09/1989,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,4,True,North,Climber,3.0
41,EVER89305,2,1989,F,25,Switzerland,Member,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Other,
42,EVER89305,5,1989,F,39,W Germany,Member,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Other,
43,EVER89305,3,1989,M,49,W Germany,Exp Doctor,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Doctor,
44,EVER89305,4,1989,M,32,Italy,Climber,False,False,25/09/1989,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,4,True,North,Climber,3.0
45,EVER89311,6,1989,M,36,Switzerland,Climber,False,False,7/09/1989,na,na,N Col-N Ridge-N Face,,,,False,True,False,False,False,False,na,2,True,North,Climber,6.0
46,EVER89311,7,1989,M,37,Nepal,H-A Worker,False,False,7/09/1989,na,na,N Col-N Ridge-N Face,,,,False,True,False,False,False,False,na,2,True,North,Other,6.0
47,EVER89311,2,1989,M,26,France,Climber,False,False,7/09/1989,na,na,N Col-N Ridge-N Face,,,,False,True,False,False,False,False,na,2,True,North,Climber,6.0
48,EVER89311,5,1989,M,39,France,Member,False,False,na,na,na,N Col-N Ridge-N Face,,,,False,True,False,False,False,False,na,1,True,North,Other,
49,EVER89311,4,1989,F,32,France,Exp Doctor,False,False,7/09/1989,na,na,N Col-N Ridge-N Face,,,,False,True,False,False,False,False,na,2,True,North,Doctor,6.0
50,EVER89311,1,1989,M,29,France,Leader,False,False,7/09/1989,na,na,N Col-N Ridge-N Face,,,,False,True,False,False,False,False,na,2,True,North,Leader,6.0
51,EVER89311,3,1989,M,27,France,Climber,False,False,7/09/1989,na,na,N Col-N Ridge-N Face,,,,False,True,False,False,False,False,na,2,True,North,Climber,6.0
52,EVER89302,8,1989,M,37,UK,BC Manager,False,False,na,na,na,NE Ridge (to 7030m),N Col-N Face (to 8000m),,,False,False,False,False,False,False,na,1,False,North,Other,
53,EVER89302,9,1989,F,27,UK,Climber,False,False,na,na,na,NE Ridge (to 7030m),N Col-N Face (to 8000m),,,False,False,False,False,False,False,na,1,False,North,Climber,
54,EVER89302,1,1989,M,37,USA,Leader,False,False,na,na,na,NE Ridge (to 7030m),N Col-N Face (to 8000m),,,False,False,False,False,False,False,na,1,False,North,Leader,
55,EVER89302,6,1989,M,39,UK,Climber,False,False,na,na,na,NE Ridge (to 7030m),N Col-N Face (to 8000m),,,False,False,False,False,False,False,na,1,False,North,Climber,
56,EVER89302,5,1989,M,23,USA,Climber,False,False,11/10/1989,na,na,NE Ridge (to 7030m),N Col-N Face (to 8000m),,,True,False,False,False,True,False,na,1,False,North,Climber,3.0
57,EVER89302,2,1989,M,17,USA,Member,False,False,na,na,na,NE Ridge (to 7030m),N Col-N Face (to 8000m),,,False,False,False,False,False,False,na,1,False,North,Other,
58,EVER89302,4,1989,M,37,USA,Climber,False,False,11/10/1989,na,na,NE Ridge (to 7030m),N Col-N Face (to 8000m),,,True,False,False,False,True,False,na,1,False,North,Climber,3.0
59,EVER89302,3,1989,M,25,USA,Climber,False,False,na,na,na,NE Ridge (to 7030m),N Col-N Face (to 8000m),,,False,False,False,False,False,False,na,1,False,North,Climber,
60,EVER89302,10,1989,M,41,USA,Exp Doctor,False,False,na,na,na,NE Ridge (to 7030m),N Col-N Face (to 8000m),,,False,False,False,False,False,False,na,1,False,North,Doctor,
61,EVER89302,7,1989,M,39,USA,BC Manager,False,False,na,na,na,NE Ridge (to 7030m),N Col-N Face (to 8000m),,,False,False,False,False,False,False,na,1,False,North,Other,
62,EVER89304,10,1989,M,41,France,Climber,False,False,3/10/1989,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,4,True,North,Climber,3.0
63,EVER89304,12,1989,M,35,France,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
64,EVER89304,11,1989,M,41,France,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
65,EVER89304,8,1989,M,35,France,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
66,EVER89304,5,1989,M,47,France,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
67,EVER89304,6,1989,M,51,France,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
68,EVER89304,3,1989,F,37,France,Exp Doctor,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Doctor,
69,EVER89304,4,1989,F,40,France,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
70,EVER89304,9,1989,M,35,France,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
71,EVER89304,1,1989,M,56,France,Leader,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Leader,
72,EVER89304,13,1989,F,25,France,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
73,EVER89304,20,1989,M,33,Belgium,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
74,EVER89304,22,1989,F,33,Belgium,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
75,EVER89304,21,1989,M,40,France,Climber,False,False,3/10/1989,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,4,True,North,Climber,3.0
76,EVER89304,19,1989,M,45,France,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
77,EVER89304,17,1989,F,26,France,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
78,EVER89304,18,1989,M,28,France,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
79,EVER89304,14,1989,M,53,W Germany,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
80,EVER89304,16,1989,M,39,France,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
81,EVER89304,15,1989,M,52,France,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
82,EVER89304,2,1989,M,37,France,Climber,False,False,3/10/1989,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,4,True,North,Climber,3.0
83,EVER89304,7,1989,M,43,France,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
84,EVER89307,16,1989,M,40,USA,BC Manager,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Other,
85,EVER89307,17,1989,M,36,USA,Climber,False,False,24/10/1989,na,na,N Col-N Face,,,,True,False,True,False,False,False,na,4,True,North,Climber,2.0
86,EVER89307,15,1989,M,41,USA,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
87,EVER89307,13,1989,M,36,USA,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
88,EVER89307,14,1989,M,48,USA,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
89,EVER89307,11,1989,M,33,USA,Exp Doctor,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Doctor,
90,EVER89307,12,1989,M,31,Mexico,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
91,EVER89307,3,1989,M,29,USA,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
92,EVER89307,2,1989,M,38,USA,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
93,EVER89307,1,1989,M,40,USA,Leader,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Leader,
94,EVER89307,4,1989,M,23,USA,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
95,EVER89307,9,1989,M,26,USA,Climber,False,False,24/10/1989,na,na,N Col-N Face,,,,True,False,True,False,False,False,na,4,True,North,Climber,2.0
96,EVER89307,8,1989,F,43,USA,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
97,EVER89307,7,1989,F,46,USA,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
98,EVER89307,18,1989,M,37,Nepal,H-A Worker,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,2,True,North,Other,
99,EVER89307,6,1989,M,41,USA,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
100,EVER89307,5,1989,M,41,USA,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,2,True,North,Climber,
101,EVER89307,10,1989,M,41,Australia,Climber,False,False,na,na,na,N Col-N Face,,,,False,True,False,False,False,False,na,1,True,North,Climber,
102,EVER89303,23,1989,M,29,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
103,EVER89303,21,1989,M,30,Yugoslavia,Climber,False,False,11/10/1989,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,3.0
104,EVER89303,24,1989,M,42,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
105,EVER89303,20,1989,F,29,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
106,EVER89303,10,1989,M,25,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
107,EVER89303,22,1989,M,27,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
108,EVER89303,2,1989,M,29,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
109,EVER89303,3,1989,M,35,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
110,EVER89303,27,1989,M,25,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
111,EVER89303,26,1989,M,28,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
112,EVER89303,4,1989,M,37,Yugoslavia,C1 Manager,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Other,
113,EVER89303,11,1989,M,40,Yugoslavia,Transport Manager,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Other,
114,EVER89303,5,1989,M,35,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
115,EVER89303,1,1989,M,38,Yugoslavia,Leader,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Leader,
116,EVER89303,9,1989,M,35,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
117,EVER89303,7,1989,M,46,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
118,EVER89303,8,1989,M,30,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
119,EVER89303,19,1989,M,30,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
120,EVER89303,6,1989,M,39,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
121,EVER89303,12,1989,M,49,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
122,EVER89303,13,1989,M,31,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
123,EVER89303,17,1989,M,26,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
124,EVER89303,16,1989,M,32,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
125,EVER89303,18,1989,M,36,Yugoslavia,Exp Doctor,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Doctor,
126,EVER89303,15,1989,M,29,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
127,EVER89303,25,1989,M,31,Yugoslavia,Climber,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Climber,
128,EVER89303,14,1989,M,46,Yugoslavia,ABC Manager,False,False,na,na,na,N Face (Great Couloir),,,,False,True,False,False,False,False,na,1,False,North,Other,
129,EVER83402,2,1983,M,30,Japan,Climber,False,False,na,na,na,N Face (Hornbein Couloir),,,,False,False,False,False,False,False,na,1,False,Other,Climber,
130,EVER83402,1,1983,F,41,Japan,Leader,False,False,na,na,na,N Face (Hornbein Couloir),,,,False,False,False,False,False,False,na,1,False,Other,Leader,
131,EVER85302,5,1985,M,37,Japan,Climber,False,False,na,na,na,N Col-NE Ridge,N Face,,,False,False,False,False,False,False,na,0,True,North,Climber,
132,EVER85302,9,1985,M,33,Japan,Climber,False,False,na,na,na,N Col-NE Ridge,N Face,,,False,False,False,False,False,False,na,0,True,North,Climber,
133,EVER85302,6,1985,M,36,Japan,Climber,False,False,na,na,na,N Col-NE Ridge,N Face,,,False,False,False,False,False,False,na,0,True,North,Climber,
134,EVER85302,8,1985,M,28,Japan,Climber,False,False,na,na,na,N Col-NE Ridge,N Face,,,False,False,False,False,False,False,na,0,True,North,Climber,
135,EVER85302,7,1985,M,24,Japan,Climber,False,False,na,na,na,N Col-NE Ridge,N Face,,,False,False,False,False,False,False,na,0,True,North,Climber,
136,EVER85302,10,1985,F,40,Japan,Climber,False,False,na,na,na,N Col-NE Ridge,N Face,,,False,False,False,False,False,False,na,0,True,North,Climber,
137,EVER85302,1,1985,M,37,Japan,Leader,False,False,na,na,na,N Col-NE Ridge,N Face,,,False,False,False,False,False,False,na,0,True,North,Leader,
138,EVER85302,4,1985,M,33,Japan,Climber,False,False,na,na,na,N Col-NE Ridge,N Face,,,False,False,False,False,False,True,17/09/1985,0,True,North,Climber,
139,EVER85302,2,1985,F,32,Japan,Climber,False,False,na,na,na,N Col-NE Ridge,N Face,,,False,False,False,False,False,False,na,0,True,North,Climber,
140,EVER85302,3,1985,M,25,Japan,Climber,False,False,na,na,na,N Col-NE Ridge,N Face,,,False,False,False,False,False,False,na,0,True,North,Climber,
141,EVER85301,10,1985,M,42,UK,Climber,False,False,6/10/1985,na,na,W Ridge-N Arete-N Face (to 7420m),N Face (left of Great Couloir) (to 7315m),N Face-N Ridge (to 7315m),,False,True,False,False,False,False,na,0,False,Other,Climber,3.0
142,EVER85301,2,1985,M,38,New Zealand/Australia,Deputy Leader,False,False,23/09/1985,na,na,W Ridge-N Arete-N Face (to 7420m),N Face (left of Great Couloir) (to 7315m),N Face-N Ridge (to 7315m),,False,True,False,False,False,False,na,0,False,Other,Deputy,4.0
143,EVER85301,14,1985,M,26,New Zealand,Climber,False,False,23/09/1985,na,na,W Ridge-N Arete-N Face (to 7420m),N Face (left of Great Couloir) (to 7315m),N Face-N Ridge (to 7315m),,False,True,False,False,False,False,na,0,False,Other,Climber,4.0
144,EVER85301,13,1985,M,44,Australia,Climber,False,False,6/10/1985,na,na,W Ridge-N Arete-N Face (to 7420m),N Face (left of Great Couloir) (to 7315m),N Face-N Ridge (to 7315m),,False,True,False,False,False,False,na,0,False,Other,Climber,3.0
145,EVER85301,12,1985,M,37,New Zealand,Exp Doctor,False,False,na,na,na,W Ridge-N Arete-N Face (to 7420m),N Face (left of Great Couloir) (to 7315m),N Face-N Ridge (to 7315m),,False,True,False,False,False,False,na,1,False,Other,Doctor,
146,EVER85301,5,1985,M,39,New Zealand,Climber,False,False,23/09/1985,na,na,W Ridge-N Arete-N Face (to 7420m),N Face (left of Great Couloir) (to 7315m),N Face-N Ridge (to 7315m),,True,False,False,False,False,False,na,0,False,Other,Climber,4.0
147,EVER85301,7,1985,M,25,New Zealand,Climber,False,False,23/09/1985,na,na,W Ridge-N Arete-N Face (to 7420m),N Face (left of Great Couloir) (to 7315m),N Face-N Ridge (to 7315m),,True,False,False,False,False,False,na,0,False,Other,Climber,4.0
148,EVER85301,9,1985,M,39,New Zealand,Climber,False,False,3/09/1985,na,na,W Ridge-N Arete-N Face (to 7420m),N Face (left of Great Couloir) (to 7315m),N Face-N Ridge (to 7315m),,False,True,False,False,False,False,na,1,False,Other,Climber,3.0
149,EVER85301,1,1985,M,47,New Zealand/Australia,Leader,False,False,na,na,na,W Ridge-N Arete-N Face (to 7420m),N Face (left of Great Couloir) (to 7315m),N Face-N Ridge (to 7315m),,False,True,False,False,False,False,na,1,False,Other,Leader,
150,EVER85301,6,1985,M,39,New Zealand,Climber,False,False,3/09/1985,na,na,W Ridge-N Arete-N Face (to 7420m),N Face (left of Great Couloir) (to 7315m),N Face-N Ridge (to 7315m),,False,True,False,False,False,False,na,1,False,Other,Climber,3.0
151,EVER85301,11,1985,M,29,New Zealand,Climber,False,False,10/09/1985,na,na,W Ridge-N Arete-N Face (to 7420m),N Face (left of Great Couloir) (to 7315m),N Face-N Ridge (to 7315m),,False,True,False,False,False,False,na,1,False,Other,Climber,2.0
152,EVER85301,8,1985,M,37,New Zealand,Climber,False,False,3/09/1985,na,na,W Ridge-N Arete-N Face (to 7420m),N Face (left of Great Couloir) (to 7315m),N Face-N Ridge (to 7315m),,False,True,False,False,False,False,na,1,False,Other,Climber,3.0
153,EVER85301,4,1985,M,31,New Zealand,Climber,False,False,6/10/1985,na,na,W Ridge-N Arete-N Face (to 7420m),N Face (left of Great Couloir) (to 7315m),N Face-N Ridge (to 7315m),,False,True,False,False,False,False,na,0,False,Other,Climber,3.0
154,EVER85301,3,1985,M,35,Australia,Climber,False,False,10/09/1985,na,na,W Ridge-N Arete-N Face (to 7420m),N Face (left of Great Couloir) (to 7315m),N Face-N Ridge (to 7315m),,False,True,False,False,False,False,na,1,False,Other,Climber,2.0
155,EVER85403,9,1985,M,20,S Korea,Climber,False,False,22/12/1985,na,na,S Col-SE Ridge,,,,True,False,True,False,True,False,na,4,True,South,Climber,2.0
156,EVER85403,11,1985,M,21,S Korea,Climber,False,False,na,na,na,S Col-SE Ridge,,,,False,False,False,False,False,False,na,1,True,South,Climber,
157,EVER85403,10,1985,M,29,S Korea,Climber,False,False,na,na,na,S Col-SE Ridge,,,,False,False,False,False,False,False,na,1,True,South,Climber,
158,EVER85403,8,1985,M,25,S Korea,Climber,False,False,na,na,na,S Col-SE Ridge,,,,False,False,False,False,False,False,na,1,True,South,Climber,
159,EVER85403,5,1985,M,31,S Korea,Climber,False,False,na,na,na,S Col-SE Ridge,,,,False,False,False,False,False,False,na,1,True,South,Climber,
160,EVER85403,1,1985,M,50,S Korea,Commandant,False,False,na,na,na,S Col-SE Ridge,,,,False,True,False,False,False,False,na,1,True,South,Other,
161,EVER85403,12,1985,M,37,Nepal,H-A Worker,False,False,21/12/1985,na,na,S Col-SE Ridge,,,,False,True,False,False,False,False,na,4,True,South,Other,1.0
162,EVER85403,4,1985,M,30,S Korea,Climber,False,False,na,na,na,S Col-SE Ridge,,,,False,False,False,False,False,False,na,1,True,South,Climber,
163,EVER85403,6,1985,M,25,S Korea,Climber,False,False,na,na,na,S Col-SE Ridge,,,,False,False,False,False,False,False,na,1,True,South,Climber,
164,EVER85403,3,1985,M,30,S Korea,Deputy Leader,False,False,22/12/1985,na,na,S Col-SE Ridge,,,,False,True,False,False,False,False,na,4,True,South,Deputy,2.0
165,EVER85403,7,1985,M,32,S Korea,Climber,False,False,na,na,na,S Col-SE Ridge,,,,False,False,False,False,False,False,na,1,True,South,Climber,
166,EVER85403,2,1985,M,42,S Korea,Leader,False,False,na,na,na,S Col-SE Ridge,,,,False,False,False,False,False,False,na,1,True,South,Leader,
167,EVER85402,11,1985,M,27,S Korea,Climber,False,False,8/12/1985,na,na,Lho La-W Ridge,,,,False,True,False,False,False,False,na,1,False,Other,Climber,3.0
168,EVER85402,10,1985,M,25,S Korea,Climber,False,False,na,na,na,Lho La-W Ridge,,,,False,True,False,False,False,False,na,1,False,Other,Climber,
