round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,last_activation,losses,optimizer
100,0.3141918182373047,0.8770081400871277,0.31354182958602905,0.8764850497245789,relu,30,0,100,240,1,sigmoid,binary_crossentropy,Adam
150,0.3146282434463501,0.8777104616165161,0.31670963764190674,0.8758705258369446,relu,10,0,150,60,1,sigmoid,binary_crossentropy,Nadam
100,0.3188491463661194,0.8766570091247559,0.316763699054718,0.8756657242774963,relu,10,0,100,30,2,sigmoid,binary_crossentropy,Adam
100,0.3197525441646576,0.875252366065979,0.31473010778427124,0.8770995736122131,relu,30,0,100,30,2,sigmoid,binary_crossentropy,Nadam
200,0.3128668963909149,0.8785883784294128,0.32029736042022705,0.8752560615539551,relu,10,0,200,60,2,sigmoid,binary_crossentropy,Nadam
100,0.3165125846862793,0.8770081400871277,0.3177014887332916,0.8740270137786865,relu,20,0,100,60,2,sigmoid,binary_crossentropy,Adam
100,0.3141512870788574,0.8766570091247559,0.3204006254673004,0.8748463988304138,relu,10,0,100,240,2,sigmoid,binary_crossentropy,Adam
150,0.3108140230178833,0.8783249855041504,0.3198060989379883,0.8748463988304138,relu,20,0,150,240,1,sigmoid,binary_crossentropy,Adam
100,0.32047638297080994,0.8751646280288696,0.31601428985595703,0.8770995736122131,relu,20,0,100,30,1,sigmoid,binary_crossentropy,Adam
200,0.3118622303009033,0.877622663974762,0.3191449046134949,0.8740270137786865,relu,20,0,200,120,1,sigmoid,binary_crossentropy,Nadam
150,0.31099560856819153,0.8781493902206421,0.31972911953926086,0.8760753870010376,relu,20,0,150,240,2,sigmoid,binary_crossentropy,Adam
150,0.31419798731803894,0.8765692114830017,0.31652599573135376,0.8746415376663208,relu,20,0,150,120,2,sigmoid,binary_crossentropy,Nadam
200,0.3153891861438751,0.8768326044082642,0.31534475088119507,0.8748463988304138,relu,30,0,200,60,2,sigmoid,binary_crossentropy,Nadam
200,0.31276845932006836,0.8778860569000244,0.3164198398590088,0.8754608631134033,relu,20,0,200,60,1,sigmoid,binary_crossentropy,Nadam
100,0.31574347615242004,0.87674480676651,0.32212314009666443,0.8750512003898621,relu,20,0,100,120,2,sigmoid,binary_crossentropy,Nadam
150,0.3155684769153595,0.8766570091247559,0.316096693277359,0.8746415376663208,relu,30,0,150,60,1,sigmoid,binary_crossentropy,Adam
200,0.3171415627002716,0.8770081400871277,0.3185720145702362,0.8766899108886719,relu,20,0,200,30,2,sigmoid,binary_crossentropy,Adam
200,0.3116717040538788,0.8770959377288818,0.31898796558380127,0.8754608631134033,relu,30,0,200,120,2,sigmoid,binary_crossentropy,Nadam
150,0.3139958679676056,0.8777982592582703,0.3162713348865509,0.8758705258369446,relu,30,0,150,120,1,sigmoid,binary_crossentropy,Adam
150,0.3196607828140259,0.8761302828788757,0.3168204128742218,0.8766899108886719,relu,30,0,150,30,1,sigmoid,binary_crossentropy,Nadam
100,0.3200134336948395,0.8751646280288696,0.3157186210155487,0.8764850497245789,relu,20,0,100,30,1,sigmoid,binary_crossentropy,Nadam
100,0.31500181555747986,0.8768326044082642,0.31749486923217773,0.8764850497245789,relu,30,0,100,240,2,sigmoid,binary_crossentropy,Nadam
150,0.3122328519821167,0.8787639141082764,0.32058751583099365,0.8760753870010376,relu,10,0,150,120,1,sigmoid,binary_crossentropy,Adam
100,0.31462785601615906,0.8764814138412476,0.31745854020118713,0.8736173510551453,relu,30,0,100,240,1,sigmoid,binary_crossentropy,Nadam
100,0.31896036863327026,0.8761302828788757,0.31404298543930054,0.8779188990592957,relu,10,0,100,30,1,sigmoid,binary_crossentropy,Nadam
150,0.3114018440246582,0.8777104616165161,0.31891292333602905,0.8768947124481201,relu,30,0,150,240,1,sigmoid,binary_crossentropy,Adam
100,0.31363970041275024,0.8763936161994934,0.3167496919631958,0.8738222122192383,relu,20,0,100,240,1,sigmoid,binary_crossentropy,Nadam
150,0.3124459981918335,0.8783249855041504,0.3232501745223999,0.8748463988304138,relu,10,0,150,240,2,sigmoid,binary_crossentropy,Nadam
150,0.31156498193740845,0.8782371878623962,0.3179565966129303,0.8760753870010376,relu,20,0,150,240,1,sigmoid,binary_crossentropy,Nadam
100,0.31833553314208984,0.8773593306541443,0.3169463872909546,0.8760753870010376,relu,30,0,100,60,2,sigmoid,binary_crossentropy,Adam
